original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,The Tillman Story,Pat Tillman never thought of himself as a hero. His choice to leave a multimillion-dollar football contract and join the military wasn't done for any reason other than he felt it was the right thing to do. The fact that the military manipulated his tragic death in the line of duty into a propaganda tool is unfathomable and thoroughly explored in Amir Bar-Lev's riveting and enraging documentary.,1.509056,22/08/2010,94,a mystery. a cover up. a crime. one family will risk everything for the truth.,The Tillman Story,7.7,19,7.99
en,October Country,"October Country is a beautifully filmed portrait of an American family struggling for stability while haunted by the ghosts of war, teen pregnancy, foster care and child abuse. With rarely seen intimacy, sensitivity and respect, this vibrant documentary examines the forces that unsettle the working poor and the violence that lurks beneath the surface of American life.",0.105412,01/06/2009,80,Every family has its ghosts.,October Country,8.5,2,7.99
en,The Passionate Friends,"The passionate friends were in love when young, but separated, and she married an older man. Then Mary Justin meets Steven Stratton again and they have one last fling together in the Alps.",0.905887,26/01/1949,86,Their affair took on a life of its own.,The Passionate Friends,7.1,5,6.99
en,Men in War,"In Korea, on 6 September 1950, Lieutenant Benson's platoon finds itself isolated in enemy-held territory after a retreat. Soon they are joined by Sergeant Montana, whose overriding concern is caring for his catatonic colonel. Benson and Montana can't stand each other, but together they must get the survivors to Hill 465, where they hope the division is waiting. It's a long, harrowing march, fraught with all the dangers the elusive enemy can summon.",1.807804,19/03/1957,102,"""One more step and I'll fill your guts with lead!""",Men in War,7.1,12,6.99
en,Intruder in the Dust,"Rural Mississippi in the 1940s: Lucas Beauchamp, a local black man with a reputation of not kowtowing to whites, is found standing over the body of a dead white man, holding a pistol that has recently been fired. Quickly arrested for murder and jailed, Beauchamp insists he's innocent and asks the town's most prominent lawyer, Gavin Stevens, to defend him, but Stevens refuses. When a local boy whom Beauchamp has helped in the past and who believes him to be innocent hears talk of a mob taking Beauchamp out of jail and lynching him, he pleads with Stevens to defend Beauchamp at trial and prove his innocence.",2.038165,22/11/1949,87,It's Sensational!,Intruder in the Dust,7.8,4,7.99
en,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",10.730765,22/12/2010,110,Punishment Comes One Way or Another.,True Grit,7.2,1701,6.99
en,Barney's Version,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",7.524794,26/10/2010,134,First he got married. Then he got married again. Then he met the love of his life.,Barney's Version,7.2,131,6.99
en,One Foot in Heaven,Episodic look at the life of a minister and his family as they move from one parish to another.,0.114071,01/11/1941,108,"Folks, meet a grand FATHER! He's the affable, laffable head of the most delightful family that ever stepped out of America's screens...into America's hearts!",One Foot in Heaven,7.8,3,7.99
en,The Home Song Stories,"Tom, now in his 40s, begins to write the memoirs of his 1960s childhood, as the little boy whose mother Rose was a glamorous Shanghai nightclub singer. When Rose meets Aussie sailor Bill, they are quickly married, and she packs up Tom and his older sister May to head for Melbourne. The marriage just as quickly breaks up and Rose moves with the kids to Sydney. After a succession of male friends and little success, in 1971 Rose moves back to Melbourne, in an uncomfortable arrangement living again with Bill – and his mother. With Bill called away to sea, Rose takes up with young Chinese cook Joe, but despair and conflicts over May's relationship with Joe tear the family further apart. Little Tom is deeply hurt, but May's ongoing conflict with her mother takes a respite when Rose tells her daughter about her traumatic teenage years.",0.567031,09/02/2007,103,Every Family Has a Story to Hide,The Home Song Stories,7.5,3,7.99
en,Blood and Concrete,"A dimwitted thug encounters a strung-out, suicidal young woman and an unlikely relationship develops as they work together to make a break for new horizons.",0.897851,13/09/1991,99,"Since 8:00, Joey's been stabbed, chased, followed by the cops, made love to, and accused of murder. It's 8:45.",Blood and Concrete,7.3,2,6.99
en,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,"""The Most Dangerous Man in America"" is the story of what happens when a former Pentagon insider, armed only with his conscience, steadfast determination, and a file cabinet full of classified documents, decides to challenge an ""Imperial"" Presidency-answerable to neither Congress, the press, nor the people-in order to help end the Vietnam War.",1.804135,16/10/2009,92,Half of democracy is just showing up.,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,7.6,10,7.99
en,The Scientist,A reclusive physicist creates an infinite-energy machine in his basement that changes his life and all those around him.,0.159456,16/04/2010,87,What Do You Think Happens When You Die?,The Scientist,9,1,8.99
en,The North Star,A Ukrainian village must suddenly contend with the Nazi invasion of June 1941.,0.142965,04/11/1943,108,A rolling wall of hell that couldn't be stopped... A handful of men who had to stop it!,The North Star,8,2,7.99
en,Tucker and Dale vs Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",6.771868,22/01/2010,89,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,860,6.99
en,The Pixar Story,"A look at the first years of Pixar Animation Studios - from the success of ""Toy Story"" and Pixar's promotion of talented people, to the building of its East Bay campus, the company's relationship with Disney, and its remarkable initial string of eight hits. The contributions of John Lasseter, Ed Catmull and Steve Jobs are profiled. The decline of two-dimensional animation is chronicled as three-dimensional animation rises. Hard work and creativity seem to share the screen in equal proportions.",9.248513,28/08/2007,87,Documentary about the history of Pixar animation,The Pixar Story,7.7,66,7.99
en,Waste Land,"An uplifting feature documentary highlighting the transformative power of art and the beauty of the human spirit. Top-selling contemporary artist Vik Muniz takes us on an emotional journey from Jardim Gramacho, the world's largest landfill on the outskirts of Rio de Janeiro, to the heights of international art stardom. Vik collaborates with the brilliant catadores, pickers of recyclable materials, true Shakespearean characters who live and work in the garbage quoting Machiavelli and showing us how to recycle ourselves.",2.627643,24/01/2010,90,What happens in the world's largest trash city will transform you.,Waste Land,7.6,34,7.99
en,Toys in the Attic,"Julian Berniers returns from Illinois with his young bride Lily Prine to the family in New Orleans. His spinster sisters Carrie and Anna welcome the couple, who arrive with expensive gifts. The sisters hope Julian will help with their expenses, and he tells them that while his profitable factory went out of business, he did manage to save money.It turns out that Julian pulled off a real estate scam and took off with the money. Carrie is obsessed with her brother. Her jealousy of Lily pushes her to discover the shady land deal for herself and she does everything she can to wreck their marriage.",0.925414,31/07/1963,90,Toys in the Attic Plays With Fire!,Toys in the Attic,7.5,2,7.99
en,The Marrying Kind,Florence and Chet Keefer have had a troublesome marriage. Whilst in the middle of a divorce hearing the judge encourages them to remember the good times they have had hoping that the marriage can be saved.,1.196486,01/02/1952,92,"""Shaddup!""",The Marrying Kind,7.8,4,7.99
en,Street Angel,"A spirited young woman finds herself destitute and on the streets before joining a traveling carnival, where she meets a vagabond painter.",1.709031,09/04/1928,102,"Not Just Another ""Motion Picture"" -- ""Street Angel Is the Masterpiece of All Time""",Street Angel,7.1,14,6.99
en,Blues in the Night,Members of a traveling jazz band try to keep their talented leader from dying after he breaks from the band and begins drinking and taking drugs.,0.393469,15/11/1941,88,2 GRAND BANDS! JIMMY LUNCEFORD'S and WILL OSBORNE'S! MUSIC GALORE!,Blues in the Night,7.5,4,7.99
en,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",12.114955,08/03/2011,105,What if a pill could make you rich and powerful?,Limitless,7.1,3888,6.99
